Wall time,Step,Value
1556255076.1115088,6000,-307.8161315917969
1556255088.3063998,7000,-484.1027526855469
1556255128.9069543,11000,-426.1495666503906
1556255138.701966,12000,-360.04217529296875
1556255159.2561913,14000,-361.75628662109375
1556255167.9777572,15000,-223.7252655029297
1556255180.0515478,16000,-359.8185119628906
1556255198.5059845,18000,-347.97149658203125
1556255209.0939333,19000,-334.2191467285156
1556255218.1964598,20000,-379.0948486328125
1556255232.5759692,21000,-306.9803161621094
1556255283.3636932,25000,-476.3235778808594
1556255392.6280882,34000,-383.4444885253906
1556255403.132863,35000,-264.8252868652344
1556255428.5584047,37000,-327.0951232910156
1556255463.8147843,40000,-156.49832153320312
1556255476.5119667,41000,-160.55039978027344
1556255500.879813,43000,2.5313358306884766
1556255523.4106038,45000,-9.812024116516113
1556255535.0886207,46000,67.74141693115234
1556255558.643609,48000,-23.160598754882812
1556255582.3269758,50000,276.04595947265625
1556255595.28279,51000,-448.4813232421875
1556255629.886678,54000,245.40162658691406
1556255642.0453744,55000,317.9363708496094
1556255652.0892932,56000,256.19024658203125
1556255663.282657,57000,274.9510192871094
1556255676.1106749,58000,284.2846984863281
1556255708.9857342,61000,275.7702331542969
1556255721.7213435,62000,375.4657287597656
1556255743.9761395,64000,335.8441467285156
1556255766.8494012,66000,322.0660705566406
1556255778.8852756,67000,374.17987060546875
1556255790.2750874,68000,442.4363098144531
1556255802.4485998,69000,392.9281921386719
1556255834.6648173,72000,322.100341796875
1556255846.619103,73000,396.4941101074219
1556255858.360362,74000,343.0168151855469
1556255869.6747677,75000,337.2147521972656
1556255894.1186082,77000,201.09954833984375
1556255929.9135745,80000,332.55487060546875
1556255990.2230318,85000,380.1848449707031
1556256002.3583648,86000,363.48468017578125
1556256014.1291656,87000,384.0098876953125
1556256025.8269153,88000,316.1896057128906
1556256036.937563,89000,413.9422607421875
1556256048.7725043,90000,330.0444641113281
1556256103.4387853,95000,513.9027099609375
1556256179.8464901,103000,349.97784423828125
1556256207.629024,106000,475.6177673339844
1556256217.2713802,107000,631.17578125
1556256284.2515125,114000,554.2979736328125
1556256313.502054,117000,464.0588684082031
1556256332.849763,119000,517.952880859375
1556256343.2626119,120000,499.4586486816406
1556256353.0000496,121000,558.5906372070312
1556256392.6262708,125000,1106.003173828125
1556256402.8558357,126000,512.0477905273438
1556256414.48126,127000,398.04241943359375
1556256448.4527063,130000,446.91851806640625
1556256460.0052664,131000,691.54638671875
1556256493.4678137,134000,1549.455322265625
1556256535.8316913,138000,346.1181335449219
1556256558.9248202,140000,662.8578491210938
1556256581.1777084,142000,464.38037109375
1556256590.573173,143000,957.2879638671875
1556256600.8599248,144000,428.99676513671875
1556256612.5318203,145000,384.86846923828125
1556256657.2696862,149000,493.6845703125
1556256678.625595,151000,1357.398193359375
1556256714.206998,154000,2539.3544921875
1556256725.6884408,155000,1598.98876953125
1556256736.376297,156000,685.9705200195312
1556256757.5887313,158000,485.68060302734375
1556256769.475325,159000,2259.75927734375
1556256780.9774299,160000,2035.71826171875
1556256814.759438,163000,976.9244384765625
1556256837.2263234,165000,3560.764404296875
1556256848.2279325,166000,1898.760986328125
1556256869.767319,168000,3282.3671875
1556256881.0752022,169000,3139.869140625
1556256913.4605572,172000,3065.2158203125
1556256968.5159485,177000,3207.221923828125
1556256978.4637675,178000,3123.6708984375
1556256990.2147572,179000,3128.4716796875
1556257012.0806053,181000,3327.91845703125
1556257023.600885,182000,2115.83740234375
1556257044.3385231,184000,3131.614013671875
1556257068.9001553,186000,3238.17431640625
1556257080.5358663,187000,2257.37255859375
1556257091.3436935,188000,3319.47265625
1556257101.5566876,189000,3188.712890625
1556257122.3446357,191000,3208.494140625
1556257132.6760023,192000,2375.036865234375
1556257209.2389941,199000,3198.7041015625
1556257254.2153165,203000,932.5421142578125
1556257297.5513797,207000,3582.58447265625
1556257308.2731245,208000,1185.587646484375
1556257319.5695183,209000,833.6055297851562
1556257363.324433,213000,3345.84912109375
1556257396.5217307,216000,3419.8876953125
1556257430.8036025,219000,3382.201904296875
1556257441.5391219,220000,3215.366455078125
1556257475.1598268,223000,3569.156005859375
1556257487.3610044,224000,3386.516845703125
1556257507.2434814,226000,2940.456787109375
1556257518.2955174,227000,3637.961181640625
1556257529.6693873,228000,38.95111083984375
1556257552.1516047,230000,1806.4337158203125
1556257562.8404381,231000,3825.3994140625
1556257582.9209476,233000,2597.413818359375
1556257594.181786,234000,3633.418701171875
1556257604.5022817,235000,1358.970947265625
1556257637.3495588,238000,3436.276123046875
1556257665.1450214,241000,3655.695068359375
1556257710.5974462,246000,1320.022705078125
1556257729.8214705,248000,3572.044189453125
1556257748.6361728,250000,3470.169677734375
1556257757.8342235,251000,3034.086181640625
1556257803.289283,256000,3660.940673828125
1556257830.6088505,259000,1043.08984375
1556257839.5628471,260000,3452.1962890625
1556257848.6504884,261000,3638.077392578125
1556257857.6781273,262000,3623.432861328125
1556257875.8171258,264000,3674.66650390625
1556257913.2389822,268000,3822.3193359375
1556257931.8527346,270000,3779.50341796875
1556257952.1217072,272000,2628.83935546875
1556257975.7297103,274000,3413.599853515625
1556258029.3105412,279000,3779.1689453125
1556258051.5544434,281000,3730.90478515625
1556258094.538466,285000,3724.01953125
1556258151.221739,290000,3485.14794921875
1556258171.6710644,292000,3664.597412109375
1556258183.6249273,293000,3614.23876953125
1556258215.5466702,296000,3635.02001953125
1556258237.1553478,298000,3794.47119140625
1556258246.3866525,299000,3638.995361328125
1556258259.1224391,300000,3669.433349609375
1556258280.5956275,302000,3680.623291015625
1556258291.5067205,303000,3639.43603515625
1556258302.7124498,304000,2808.74365234375
1556258345.5405204,308000,3747.14501953125
1556258356.5860975,309000,3689.34130859375
1556258379.175794,311000,3432.345458984375
1556258410.6694477,314000,3664.568115234375
1556258455.220671,318000,3535.084228515625
1556258465.635511,319000,3679.1162109375
1556258477.3374505,320000,3702.756591796875
1556258489.083078,321000,3841.56787109375
1556258511.7726889,323000,3817.33935546875
1556258544.1654382,326000,3835.36328125
1556258555.1803572,327000,3791.9775390625
1556258565.7934036,328000,3801.07666015625
1556258597.7985106,331000,3775.893310546875
1556258608.806228,332000,3464.401123046875
1556258629.3013146,334000,3582.1904296875
1556258696.9889233,340000,3698.166015625
1556258719.1682646,342000,3607.023681640625
1556258753.080964,345000,3852.525634765625
1556258764.4977715,346000,3774.583984375
1556258784.9802656,348000,3780.527099609375
1556258795.0089614,349000,957.5789184570312
1556258849.0269806,354000,3703.3134765625
1556258859.5935736,355000,3681.91162109375
1556258880.5193856,357000,3776.12255859375
1556258903.2527516,359000,3876.578369140625
1556258913.684985,360000,3798.5263671875
1556258924.841584,361000,3879.580078125
1556258958.2891414,364000,3841.908447265625
1556258968.9677482,365000,3871.772705078125
1556259001.3732421,368000,3738.0009765625
1556259011.8733566,369000,3669.2451171875
1556259033.5222456,371000,3646.6123046875
1556259044.39035,372000,3730.82373046875
1556259066.667541,374000,3384.727294921875
1556259110.184057,378000,3468.74365234375
1556259120.192638,379000,3715.817626953125
1556259130.9938686,380000,3919.381591796875
1556259153.836124,382000,3788.751953125
1556259164.3277428,383000,3679.673828125
1556259192.3517847,386000,3927.355712890625
1556259201.9114745,387000,3749.031982421875
1556259211.3052628,388000,1369.33251953125
1556259220.4044623,389000,3154.488525390625
1556259239.7290099,391000,3850.627685546875
1556259248.6959724,392000,3418.221435546875
1556259257.0226443,393000,1452.6160888671875
1556259265.803248,394000,3892.447265625
1556259347.3369172,403000,3739.955322265625
1556259356.122478,404000,3946.231689453125
1556259374.267477,406000,3892.00732421875
1556259402.1641586,409000,3943.335205078125
1556259466.3608227,416000,4062.41015625
1556259475.7268975,417000,3971.688232421875
1556259516.658601,421000,3959.23828125
1556259527.1701903,422000,3871.67529296875
1556259538.2859395,423000,3860.826904296875
1556259558.633966,425000,2287.478271484375
1556259580.7411244,427000,3767.333984375
1556259624.1016817,431000,1560.004150390625
1556259722.4105053,440000,4185.38916015625
1556259732.2253187,441000,3938.41259765625
1556259742.9060683,442000,937.625244140625
1556259755.5201554,443000,4033.1162109375
1556259776.429605,445000,4107.6201171875
1556259786.9529767,446000,3958.05224609375
1556259818.4832962,449000,2898.77294921875
1556259851.0712166,452000,4112.6474609375
1556259927.0681295,459000,4076.93212890625
1556259936.8816013,460000,479.40325927734375
1556259947.031752,461000,4102.78125
1556259957.5127194,462000,3911.669189453125
1556259980.3607385,464000,4067.855712890625
1556259991.760652,465000,3886.664306640625
1556260004.2409098,466000,4242.20166015625
1556260025.0865686,468000,3922.671142578125
1556260036.2157733,469000,4138.58740234375
1556260047.4999993,470000,3646.469482421875
1556260069.8777843,472000,3999.1279296875
1556260091.8473847,474000,4087.3994140625
1556260103.1585262,475000,3007.388427734375
1556260145.686942,479000,4006.264892578125
1556260221.9188013,486000,1350.9818115234375
1556260254.8594487,489000,4163.69482421875
1556260265.78705,490000,3907.8974609375
1556260288.2368085,492000,3871.4365234375
1556260309.3296604,494000,3093.328125
1556260342.2418609,497000,4132.35498046875
1556260462.291972,508000,4103.1953125
1556260494.0146372,511000,4232.67578125
1556260504.8182075,512000,3921.494140625
1556260516.05924,513000,2127.712890625
1556260538.3333085,515000,3786.72900390625
1556260558.7384331,517000,4209.4091796875
1556260570.1004865,518000,4285.94677734375
1556260591.6250904,520000,4280.27978515625
1556260647.689922,525000,4291.5576171875
1556260658.6607509,526000,4176.98486328125
1556260723.0168777,532000,3485.386474609375
1556260743.0699348,534000,4233.7294921875
1556260752.491878,535000,4073.706787109375
1556260761.8778183,536000,3679.685546875
1556260771.0104942,537000,3482.00390625
1556260780.6332881,538000,4312.08984375
1556260789.7856593,539000,4373.904296875
1556260799.292695,540000,4292.73388671875
1556260808.2548625,541000,3297.6181640625
1556260817.1402667,542000,4310.44287109375
1556260826.3377492,543000,4254.36865234375
1556260844.765134,545000,4127.88037109375
1556260872.613164,548000,2019.5296630859375
1556260881.814051,549000,4562.74560546875
1556260890.9896274,550000,4258.2626953125
1556260909.781325,552000,4385.73193359375
1556260945.7098398,556000,4254.53662109375
1556260963.8488276,558000,206.69961547851562
1556260981.9055505,560000,3858.728515625
1556261017.9658635,564000,4103.5439453125
1556261027.185774,565000,4254.2314453125
1556261038.4851384,566000,4045.201904296875
1556261059.3599017,568000,4082.51904296875
1556261080.0909274,570000,4243.4140625
1556261103.4561286,572000,4538.26025390625
1556261126.138926,574000,4358.22265625
1556261136.2956345,575000,3131.62841796875
1556261169.8438718,578000,2736.86669921875
1556261192.331292,580000,4202.279296875
1556261202.6200135,581000,3486.88037109375
1556261212.998737,582000,4303.8212890625
1556261224.073674,583000,4384.86083984375
1556261235.3421404,584000,4329.58642578125
1556261246.6473622,585000,4334.55517578125
1556261268.501461,587000,4036.528076171875
1556261279.4679432,588000,4386.00634765625
1556261333.050604,593000,4169.08056640625
1556261343.9083855,594000,4369.54931640625
1556261365.26734,596000,4440.44580078125
1556261375.589534,597000,4490.35546875
1556261386.6154459,598000,4522.28369140625
1556261418.1915693,601000,4387.63623046875
1556261437.6696253,603000,4330.15771484375
1556261458.6803598,605000,4586.3193359375
1556261479.986047,607000,4420.2685546875
1556261501.5486264,609000,4581.18310546875
1556261522.1293833,611000,4414.13720703125
1556261533.4839349,612000,4204.57861328125
1556261544.1057472,613000,4493.00048828125
1556261577.1456566,616000,4289.10888671875
1556261622.346188,620000,3457.9033203125
1556261632.326988,621000,4386.0283203125
1556261653.337054,623000,4315.095703125
1556261664.6278253,624000,4435.4697265625
1556261685.3054726,626000,4548.6298828125
1556261727.2070198,630000,4485.7109375
1556261781.7288342,635000,4455.8505859375
1556261858.355538,642000,4571.22705078125
1556261868.787742,643000,4397.56640625
1556261888.9873962,645000,4579.41552734375
1556261899.2958903,646000,3545.02197265625
1556261909.9344049,647000,4548.44580078125
1556261921.1156087,648000,4485.5205078125
1556261932.3433163,649000,4230.59033203125
1556261942.9864213,650000,4443.38623046875
1556261963.087014,652000,4375.3515625
1556261973.435887,653000,4302.64599609375
1556262016.0564916,657000,4496.83935546875
1556262027.0266933,658000,4572.42236328125
1556262047.7573447,660000,4135.84619140625
1556262069.2152162,662000,1335.4375
1556262100.0699918,665000,4380.3720703125
1556262120.2584143,667000,4610.55322265625
1556262131.4959214,668000,4495.2119140625
1556262142.4168797,669000,4314.2763671875
1556262173.9769094,672000,4312.63818359375
1556262184.103417,673000,4515.326171875
1556262195.0142963,674000,4393.91259765625
1556262206.1501498,675000,4429.91748046875
1556262216.929702,676000,4398.283203125
1556262238.380997,678000,4235.44921875
1556262247.7830358,679000,4452.84765625
1556262256.804357,680000,4503.2919921875
1556262274.8311205,682000,4329.5625
1556262283.6105103,683000,4472.435546875
1556262292.6703143,684000,4442.23876953125
1556262301.759715,685000,2924.613525390625
1556262310.5669188,686000,4094.6484375
1556262319.6037006,687000,4522.81396484375
1556262338.1169057,689000,4634.96435546875
1556262347.2561288,690000,4500.09130859375
1556262374.5058835,693000,4601.923828125
1556262411.2235725,697000,4591.775390625
1556262438.4558258,700000,4653.1884765625
1556262447.216408,701000,4469.87109375
1556262456.4750588,702000,3685.607421875
1556262474.989038,704000,4708.322265625
1556262484.3287416,705000,4607.5029296875
1556262493.300972,706000,4492.490234375
1556262502.3106096,707000,4620.08984375
1556262519.5771153,709000,4699.09375
1556262528.2702765,710000,4416.07373046875
1556262537.4534178,711000,4530.3798828125
1556262578.8824153,715000,4759.83447265625
1556262622.3151107,719000,4570.763671875
1556262633.187594,720000,889.6937255859375
1556262655.1364148,722000,4505.017578125
1556262666.4102502,723000,4533.0361328125
1556262676.6384048,724000,2053.83740234375
1556262688.4666786,725000,4659.45751953125
1556262698.711345,726000,4522.9970703125
1556262708.608856,727000,4385.30029296875
1556262740.6252627,730000,4563.05712890625
1556262751.5779412,731000,4657.14111328125
1556262816.8686538,737000,4425.58740234375
1556262839.2584379,739000,4782.74169921875
1556262849.026176,740000,4558.03515625
1556262859.5814762,741000,4627.8310546875
1556262870.629571,742000,4753.3427734375
1556262892.467883,744000,4763.462890625
1556262925.1647267,747000,4444.37060546875
1556262935.3028295,748000,4622.658203125
1556262968.1110592,751000,4681.8408203125
1556262978.7552116,752000,4344.40380859375
1556262989.6022856,753000,1124.7122802734375
1556263010.2029223,755000,4471.42822265625
1556263032.8486857,757000,4749.59716796875
1556263065.617265,760000,4541.14208984375
1556263076.4520977,761000,4314.43310546875
1556263098.2804327,763000,4598.05517578125
1556263129.4618092,766000,4688.59521484375
1556263139.1563997,767000,4571.54833984375
1556263150.6220398,768000,4395.5517578125
1556263171.279174,770000,4759.71044921875
1556263180.615643,771000,4655.890625
1556263190.8073266,772000,4612.56103515625
1556263213.1503146,774000,4720.462890625
1556263222.4533765,775000,4576.240234375
1556263234.37211,776000,4820.75
1556263288.3032997,781000,4628.0263671875
1556263331.9196386,785000,4653.22998046875
1556263342.9515579,786000,4700.9580078125
1556263362.940689,788000,4498.3896484375
1556263385.275166,790000,4546.568359375
1556263405.8774567,792000,4844.6552734375
1556263415.9647079,793000,4387.4697265625
1556263428.3165069,794000,4791.7314453125
1556263437.9552062,795000,4565.32275390625
1556263448.1998348,796000,4564.5205078125
1556263459.448961,797000,4723.43505859375
1556263481.704239,799000,4743.958984375
1556263503.8123844,801000,4778.65478515625
1556263523.480221,803000,4669.576171875
1556263556.1929293,806000,4714.7802734375
1556263577.674392,808000,4713.625
1556263587.7445772,809000,4653.09765625
1556263597.3376925,810000,4659.1259765625
1556263640.4348283,814000,4532.369140625
1556263662.1422987,816000,4524.67822265625
1556263672.435329,817000,4678.6708984375
1556263692.894228,819000,4826.37744140625
1556263726.5019455,822000,4784.208984375
1556263746.5058694,824000,4767.58349609375
1556263755.1546397,825000,4507.669921875
1556263764.3040104,826000,4583.06201171875
1556263791.4537368,829000,4880.17822265625
1556263819.7829576,832000,4883.4140625
1556263829.444549,833000,4785.873046875
1556263847.8168502,835000,4375.58349609375
1556263865.5196462,837000,4706.798828125
1556263883.888695,839000,4633.75390625
1556263929.5812824,844000,4629.93896484375
1556263948.0117526,846000,4637.72900390625
1556263957.2280512,847000,4319.767578125
1556263966.5934446,848000,4814.810546875
1556263975.4708936,849000,4743.67529296875
1556264002.6410596,852000,4567.01171875
1556264062.5499532,858000,4712.99755859375
1556264085.2540765,860000,4541.18603515625
1556264095.5520625,861000,4681.50634765625
1556264105.6213837,862000,4547.88427734375
1556264116.38416,863000,2380.532470703125
1556264126.9277794,864000,4259.86474609375
1556264170.7926416,868000,4794.71142578125
1556264190.829508,870000,4811.50048828125
1556264202.2545886,871000,4731.34326171875
1556264236.3214939,874000,1251.8226318359375
1556264247.1550398,875000,4676.3154296875
1556264256.4971235,876000,4864.91650390625
1556264266.6698875,877000,4812.86474609375
1556264277.7575247,878000,4739.6201171875
1556264299.8193245,880000,4721.568359375
1556264310.2546816,881000,4602.615234375
1556264321.647358,882000,4702.5390625
1556264331.2246346,883000,4740.0244140625
1556264353.3597405,885000,4727.94384765625
1556264385.2277663,888000,4834.82666015625
1556264406.4982512,890000,4427.23583984375
1556264417.565317,891000,4690.38232421875
1556264439.3177752,893000,4696.10107421875
1556264449.9779375,894000,4848.26318359375
1556264480.576084,897000,4534.392578125
1556264490.974363,898000,4830.21337890625
1556264513.8796203,900000,4688.43505859375
1556264524.8781586,901000,4718.60693359375
1556264601.0527654,908000,4707.2880859375
1556264613.1519217,909000,4667.55908203125
1556264622.3874202,910000,4519.291015625
1556264633.0709317,911000,4828.33251953125
1556264643.4585958,912000,4533.33837890625
1556264654.519832,913000,4494.06103515625
1556264665.0510712,914000,4534.7041015625
1556264685.1917048,916000,-421.8445739746094
1556264695.2544425,917000,4629.96923828125
1556264706.3465223,918000,3819.479736328125
1556264738.5098703,921000,4909.923828125
1556264749.4152842,922000,4772.1884765625
1556264760.2980623,923000,4487.24560546875
1556264771.3521118,924000,4815.43505859375
1556264792.052914,926000,4787.900390625
1556264857.6256843,932000,4895.7099609375
1556264868.589359,933000,2217.57568359375
1556264879.374136,934000,4705.15625
1556264901.7324626,936000,4777.83056640625
1556264943.4198036,940000,4707.5546875
1556264977.330647,943000,4783.6806640625
1556265009.137791,946000,4328.515625
1556265053.5740442,950000,4422.35009765625
1556265083.6288874,953000,4572.35693359375
1556265094.593527,954000,4526.7548828125
1556265105.4241295,955000,4745.70361328125
1556265126.9357693,957000,4394.724609375
1556265137.4827123,958000,4878.24755859375
1556265147.6353457,959000,4623.8994140625
1556265180.5731852,962000,3113.160400390625
1556265191.464179,963000,4959.04931640625
1556265211.704431,965000,4634.66748046875
1556265232.8099504,967000,3008.552734375
1556265243.4704728,968000,2964.894775390625
1556265263.551373,970000,3969.6845703125
1556265281.7833369,972000,4679.12890625
1556265290.5616722,973000,4567.447265625
1556265308.2675729,975000,4903.365234375
1556265326.622163,977000,4748.33056640625
1556265335.3824542,978000,5007.1015625
1556265344.529039,979000,4755.62744140625
1556265353.7350729,980000,4598.43701171875
1556265381.3558116,983000,4935.775390625
1556265390.594665,984000,4586.171875
1556265399.827041,985000,4799.47900390625
1556265427.1009867,988000,4804.59423828125
1556265436.295479,989000,4843.8798828125
1556265508.1324835,997000,5057.86474609375
1556265535.8504043,1000000,4958.05712890625
1556265544.7133129,1001000,4899.90673828125
1556265566.7525892,1003000,4967.48486328125
1556265588.4211116,1005000,4850.447265625
1556265598.9495614,1006000,4962.14453125
1556265631.2305248,1009000,4910.7919921875
1556265642.8950553,1010000,5025.51708984375
1556265663.0817964,1012000,4886.64208984375
